Player,Best_Rank,Best_Rank_Year,Latest_Pipeline_Year,Latest_Position,Latest_Team,Acquisition_Type,Acquisition_Confidence,Acquisition_Reason,BRef_Register_ID,BRef_Register_URL,Birth_Year,Birth_Country,Birth_State,Year,Age,Source,Games,Teams,Leagues,Levels,Table_Index
Elijah Green,46,2023,2023,OF,Washington Nationals,High School,high,"BRef draft/bio text indicates high school path: Elijah Green Position: Centerfielder Bats: Right • Throws: Right 6-3 , 225lb (190cm, 102kg) Team: Washington Nationals (minors) Born: December 4, 2003 in Windermere, FL us Draft : Drafted by the Washington Nationals in the 1st round (5th) of the 2022 MLB June Amateur Draft from IMG Academy (Bradenton, FL) . High School: IMG Academy (Bradenton, FL) National Team: us USA (18U) Full Name: Elijah Joseph Green View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: IMG Academy (Bradenton, FL)",green-002eli,https://www.baseball-reference.com/register/player.fcgi?id=green-002eli,2003.0,,,2022,18,Pro,12,Nationals,FCL,Rk,0
Elijah Green,46,2023,2023,OF,Washington Nationals,High School,high,"BRef draft/bio text indicates high school path: Elijah Green Position: Centerfielder Bats: Right • Throws: Right 6-3 , 225lb (190cm, 102kg) Team: Washington Nationals (minors) Born: December 4, 2003 in Windermere, FL us Draft : Drafted by the Washington Nationals in the 1st round (5th) of the 2022 MLB June Amateur Draft from IMG Academy (Bradenton, FL) . High School: IMG Academy (Bradenton, FL) National Team: us USA (18U) Full Name: Elijah Joseph Green View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: IMG Academy (Bradenton, FL)",green-002eli,https://www.baseball-reference.com/register/player.fcgi?id=green-002eli,2003.0,,,2023,19,Pro,83,2 Teams,2 Lgs,A-Rk,0
Elijah Green,46,2023,2023,OF,Washington Nationals,High School,high,"BRef draft/bio text indicates high school path: Elijah Green Position: Centerfielder Bats: Right • Throws: Right 6-3 , 225lb (190cm, 102kg) Team: Washington Nationals (minors) Born: December 4, 2003 in Windermere, FL us Draft : Drafted by the Washington Nationals in the 1st round (5th) of the 2022 MLB June Amateur Draft from IMG Academy (Bradenton, FL) . High School: IMG Academy (Bradenton, FL) National Team: us USA (18U) Full Name: Elijah Joseph Green View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: IMG Academy (Bradenton, FL)",green-002eli,https://www.baseball-reference.com/register/player.fcgi?id=green-002eli,2003.0,,,2024,20,Pro,106,Fredericksburg,CARL,A,0
Elijah Green,46,2023,2023,OF,Washington Nationals,High School,high,"BRef draft/bio text indicates high school path: Elijah Green Position: Centerfielder Bats: Right • Throws: Right 6-3 , 225lb (190cm, 102kg) Team: Washington Nationals (minors) Born: December 4, 2003 in Windermere, FL us Draft : Drafted by the Washington Nationals in the 1st round (5th) of the 2022 MLB June Amateur Draft from IMG Academy (Bradenton, FL) . High School: IMG Academy (Bradenton, FL) National Team: us USA (18U) Full Name: Elijah Joseph Green View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: IMG Academy (Bradenton, FL)",green-002eli,https://www.baseball-reference.com/register/player.fcgi?id=green-002eli,2003.0,,,2025,21,Pro,82,3 Teams,3 Lgs,A+-A-Rk,0
Ethan Holliday,17,2026,2026,SS,Colorado Rockies,High School,high,"BRef draft/bio text indicates high school path: Ethan Holliday Position: Shortstop Bats: Left • Throws: Right 6-2 , 210lb (188cm, 95kg) Team: Colorado Rockies (minors) Born: February 23, 2007 in Tucson, AZ us Draft : Drafted by the Colorado Rockies in the 1st round (4th) of the 2025 MLB June Amateur Draft from Stillwater HS (Stillwater, OK) . High School: Stillwater HS (Stillwater, OK) National Team: us USA (18U,15U) Full Name: Ethan Smith Holliday View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Colorado Rockies in the 1st round (4th) of the 2025 MLB June Amateur Draft from Stillwater HS (Stillwater, OK) . | High School: Stillwater HS (Stillwater, OK)",hollid000eth,https://www.baseball-reference.com/register/player.fcgi?id=hollid000eth,2007.0,,,2025,18,Pro,18,Fresno,CALL,A,0
Ethan Holliday,17,2026,2026,SS,Colorado Rockies,High School,high,"BRef draft/bio text indicates high school path: Ethan Holliday Position: Shortstop Bats: Left • Throws: Right 6-2 , 210lb (188cm, 95kg) Team: Colorado Rockies (minors) Born: February 23, 2007 in Tucson, AZ us Draft : Drafted by the Colorado Rockies in the 1st round (4th) of the 2025 MLB June Amateur Draft from Stillwater HS (Stillwater, OK) . High School: Stillwater HS (Stillwater, OK) National Team: us USA (18U,15U) Full Name: Ethan Smith Holliday View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Colorado Rockies in the 1st round (4th) of the 2025 MLB June Amateur Draft from Stillwater HS (Stillwater, OK) . | High School: Stillwater HS (Stillwater, OK)",hollid000eth,https://www.baseball-reference.com/register/player.fcgi?id=hollid000eth,2007.0,,,2026,19,Pro,31,Fresno,CALL,A,0
Evan Carter,5,2024,2024,OF,Texas Rangers,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Texas Rangers in the 2nd round of the 2020 MLB June Amateur Draft from Elizabethton HS (Elizabethton, TN) . | High School: Elizabethton HS (Elizabethton, TN)",carter000eva,https://www.baseball-reference.com/register/player.fcgi?id=carter000eva,2002.0,,,2021,18,Pro,32,Down East,LAE,A,0
Evan Carter,5,2024,2024,OF,Texas Rangers,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Texas Rangers in the 2nd round of the 2020 MLB June Amateur Draft from Elizabethton HS (Elizabethton, TN) . | High School: Elizabethton HS (Elizabethton, TN)",carter000eva,https://www.baseball-reference.com/register/player.fcgi?id=carter000eva,2002.0,,,2022,19,Pro,106,2 Teams,2 Lgs,A+-AA,0
Evan Carter,5,2024,2024,OF,Texas Rangers,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Texas Rangers in the 2nd round of the 2020 MLB June Amateur Draft from Elizabethton HS (Elizabethton, TN) . | High School: Elizabethton HS (Elizabethton, TN)",carter000eva,https://www.baseball-reference.com/register/player.fcgi?id=carter000eva,2002.0,,,2023,20,Pro,108,3 Teams,3 Lgs,AA-AAA-Rk,0
Evan Carter,5,2024,2024,OF,Texas Rangers,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Texas Rangers in the 2nd round of the 2020 MLB June Amateur Draft from Elizabethton HS (Elizabethton, TN) . | High School: Elizabethton HS (Elizabethton, TN)",carter000eva,https://www.baseball-reference.com/register/player.fcgi?id=carter000eva,2002.0,,,2024,21,Pro,45,TEX,AL,Maj,0
Gavin Lux,2,2020,2020,SS/2B,Tampa Bay Rays,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Los Angeles Dodgers in the 1st round (20th) of the 2016 MLB June Amateur Draft from Indian Trail HS (Kenosha, WI) . | High School: Indian Trail HS (Kenosha, WI)",lux---000gav,https://www.baseball-reference.com/register/player.fcgi?id=lux---000gav,1997.0,,,2016,18,Pro,56,2 Teams,2 Lgs,Rk,0
Gavin Lux,2,2020,2020,SS/2B,Tampa Bay Rays,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Los Angeles Dodgers in the 1st round (20th) of the 2016 MLB June Amateur Draft from Indian Trail HS (Kenosha, WI) . | High School: Indian Trail HS (Kenosha, WI)",lux---000gav,https://www.baseball-reference.com/register/player.fcgi?id=lux---000gav,1997.0,,,2017,19,Pro,111,Great Lakes,MIDW,A,0
Gavin Lux,2,2020,2020,SS/2B,Tampa Bay Rays,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Los Angeles Dodgers in the 1st round (20th) of the 2016 MLB June Amateur Draft from Indian Trail HS (Kenosha, WI) . | High School: Indian Trail HS (Kenosha, WI)",lux---000gav,https://www.baseball-reference.com/register/player.fcgi?id=lux---000gav,1997.0,,,2018,20,Pro,116,2 Teams,2 Lgs,A+-AA,0
Gavin Lux,2,2020,2020,SS/2B,Tampa Bay Rays,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Los Angeles Dodgers in the 1st round (20th) of the 2016 MLB June Amateur Draft from Indian Trail HS (Kenosha, WI) . | High School: Indian Trail HS (Kenosha, WI)",lux---000gav,https://www.baseball-reference.com/register/player.fcgi?id=lux---000gav,1997.0,,,2019,21,Pro,113,2 Teams,2 Lgs,AA-AAA,0
George Lombard Jr.,21,2026,2026,INF,New York Yankees,High School,high,"BRef draft/bio text indicates high school path: George Lombard Jr. Positions: Shortstop, Second Baseman and Third Baseman Bats: Right • Throws: Right 6-2 , 190lb (188cm, 86kg) Team: New York Yankees (minors) Born: June 2, 2005 in Miami, FL us Draft : Drafted by the New York Yankees in the 1st round (26th) of the 2023 MLB June Amateur Draft from Gulliver Preparatory School (Pinecrest, FL) . High School: Gulliver Preparatory School (Pinecrest, FL) Full Name: George Alexander Lombard View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: Gulliver Preparatory School (Pinecrest, FL)",lombar002geo,https://www.baseball-reference.com/register/player.fcgi?id=lombar002geo,2005.0,,,2023,18,Pro,13,2 Teams,2 Lgs,A-Rk,0
George Lombard Jr.,21,2026,2026,INF,New York Yankees,High School,high,"BRef draft/bio text indicates high school path: George Lombard Jr. Positions: Shortstop, Second Baseman and Third Baseman Bats: Right • Throws: Right 6-2 , 190lb (188cm, 86kg) Team: New York Yankees (minors) Born: June 2, 2005 in Miami, FL us Draft : Drafted by the New York Yankees in the 1st round (26th) of the 2023 MLB June Amateur Draft from Gulliver Preparatory School (Pinecrest, FL) . High School: Gulliver Preparatory School (Pinecrest, FL) Full Name: George Alexander Lombard View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: Gulliver Preparatory School (Pinecrest, FL)",lombar002geo,https://www.baseball-reference.com/register/player.fcgi?id=lombar002geo,2005.0,,,2024,19,Pro,110,2 Teams,2 Lgs,A-A+,0
George Lombard Jr.,21,2026,2026,INF,New York Yankees,High School,high,"BRef draft/bio text indicates high school path: George Lombard Jr. Positions: Shortstop, Second Baseman and Third Baseman Bats: Right • Throws: Right 6-2 , 190lb (188cm, 86kg) Team: New York Yankees (minors) Born: June 2, 2005 in Miami, FL us Draft : Drafted by the New York Yankees in the 1st round (26th) of the 2023 MLB June Amateur Draft from Gulliver Preparatory School (Pinecrest, FL) . High School: Gulliver Preparatory School (Pinecrest, FL) Full Name: George Alexander Lombard View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: Gulliver Preparatory School (Pinecrest, FL)",lombar002geo,https://www.baseball-reference.com/register/player.fcgi?id=lombar002geo,2005.0,,,2025,20,Pro,132,2 Teams,2 Lgs,AA-A+,0
George Lombard Jr.,21,2026,2026,INF,New York Yankees,High School,high,"BRef draft/bio text indicates high school path: George Lombard Jr. Positions: Shortstop, Second Baseman and Third Baseman Bats: Right • Throws: Right 6-2 , 190lb (188cm, 86kg) Team: New York Yankees (minors) Born: June 2, 2005 in Miami, FL us Draft : Drafted by the New York Yankees in the 1st round (26th) of the 2023 MLB June Amateur Draft from Gulliver Preparatory School (Pinecrest, FL) . High School: Gulliver Preparatory School (Pinecrest, FL) Full Name: George Alexander Lombard View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: Gulliver Preparatory School (Pinecrest, FL)",lombar002geo,https://www.baseball-reference.com/register/player.fcgi?id=lombar002geo,2005.0,,,2026,21,Pro,36,2 Teams,2 Lgs,AA-AAA,0
Gunnar Henderson,1,2023,2023,3B/SS,Baltimore Orioles,High School,high,"BRef draft/bio text indicates high school path: High School: John T. Morgan Academy (Selma, AL)",hender000gun,https://www.baseball-reference.com/register/player.fcgi?id=hender000gun,2001.0,,,2019,18,Pro,29,Orioles,GULF,Rk,0
Gunnar Henderson,1,2023,2023,3B/SS,Baltimore Orioles,High School,high,"BRef draft/bio text indicates high school path: High School: John T. Morgan Academy (Selma, AL)",hender000gun,https://www.baseball-reference.com/register/player.fcgi?id=hender000gun,2001.0,,,2021,20,Pro,105,3 Teams,3 Lgs,A+-A-AA,0
Gunnar Henderson,1,2023,2023,3B/SS,Baltimore Orioles,High School,high,"BRef draft/bio text indicates high school path: High School: John T. Morgan Academy (Selma, AL)",hender000gun,https://www.baseball-reference.com/register/player.fcgi?id=hender000gun,2001.0,,,2022,21,Pro,112,2 Teams,2 Lgs,AAA-AA,0
Harry Ford,38,2024,2025,C,Washington Nationals,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Seattle Mariners in the 1st round (12th) of the 2021 MLB June Amateur Draft from North Cobb HS (Kennesaw, GA) . | High School: North Cobb HS (Kennesaw, GA)",ford--003har,https://www.baseball-reference.com/register/player.fcgi?id=ford--003har,2003.0,,,2021,18,Pro,19,Mariners,ACL,Rk,0
Harry Ford,38,2024,2025,C,Washington Nationals,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Seattle Mariners in the 1st round (12th) of the 2021 MLB June Amateur Draft from North Cobb HS (Kennesaw, GA) . | High School: North Cobb HS (Kennesaw, GA)",ford--003har,https://www.baseball-reference.com/register/player.fcgi?id=ford--003har,2003.0,,,2022,19,Pro,104,Modesto,CALL,A,0
Harry Ford,38,2024,2025,C,Washington Nationals,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Seattle Mariners in the 1st round (12th) of the 2021 MLB June Amateur Draft from North Cobb HS (Kennesaw, GA) . | High School: North Cobb HS (Kennesaw, GA)",ford--003har,https://www.baseball-reference.com/register/player.fcgi?id=ford--003har,2003.0,,,2024,21,Pro,116,Arkansas,TL,AA,0
Heliot Ramos,63,2018,2021,OF,San Francisco Giants,High School,high,"BRef draft/bio text indicates high school path: High School: Leadership Christian Academy (Guaynabo, Puerto Rico)",ramos-000hel,https://www.baseball-reference.com/register/player.fcgi?id=ramos-000hel,1999.0,,,2017,17,Pro,35,Giants,ARIZ,Rk,0
Heliot Ramos,63,2018,2021,OF,San Francisco Giants,High School,high,"BRef draft/bio text indicates high school path: High School: Leadership Christian Academy (Guaynabo, Puerto Rico)",ramos-000hel,https://www.baseball-reference.com/register/player.fcgi?id=ramos-000hel,1999.0,,,2018,18,Pro,124,Augusta,SALL,A,0
Heliot Ramos,63,2018,2021,OF,San Francisco Giants,High School,high,"BRef draft/bio text indicates high school path: High School: Leadership Christian Academy (Guaynabo, Puerto Rico)",ramos-000hel,https://www.baseball-reference.com/register/player.fcgi?id=ramos-000hel,1999.0,,,2019,19,Pro,102,2 Teams,2 Lgs,A+-AA,0
Heliot Ramos,63,2018,2021,OF,San Francisco Giants,High School,high,"BRef draft/bio text indicates high school path: High School: Leadership Christian Academy (Guaynabo, Puerto Rico)",ramos-000hel,https://www.baseball-reference.com/register/player.fcgi?id=ramos-000hel,1999.0,,,2021,21,Pro,116,2 Teams,2 Lgs,AA-AAA,0
Isan Díaz,65,2017,2017,2B,—,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Arizona Diamondbacks in the 2nd round of the 2014 MLB June Amateur Draft from Springfield HS (Springfield, MA) . | High School: Springfield HS (Springfield, MA)",diaz--000isa,https://www.baseball-reference.com/register/player.fcgi?id=diaz--000isa,1996.0,,,2014,18,Pro,49,Diamondbacks,ARIZ,Rk,0
Isan Díaz,65,2017,2017,2B,—,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Arizona Diamondbacks in the 2nd round of the 2014 MLB June Amateur Draft from Springfield HS (Springfield, MA) . | High School: Springfield HS (Springfield, MA)",diaz--000isa,https://www.baseball-reference.com/register/player.fcgi?id=diaz--000isa,1996.0,,,2015,19,Pro,68,Missoula,PION,Rk,0
Isan Díaz,65,2017,2017,2B,—,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Arizona Diamondbacks in the 2nd round of the 2014 MLB June Amateur Draft from Springfield HS (Springfield, MA) . | High School: Springfield HS (Springfield, MA)",diaz--000isa,https://www.baseball-reference.com/register/player.fcgi?id=diaz--000isa,1996.0,,,2016,20,Pro,135,Wisconsin,MIDW,A,0
Isan Díaz,65,2017,2017,2B,—,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Arizona Diamondbacks in the 2nd round of the 2014 MLB June Amateur Draft from Springfield HS (Springfield, MA) . | High School: Springfield HS (Springfield, MA)",diaz--000isa,https://www.baseball-reference.com/register/player.fcgi?id=diaz--000isa,1996.0,,,2017,21,Pro,110,Carolina,CARL,A+,0
J.P. Crawford,7,2017,2018,SS,Seattle Mariners,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Philadelphia Phillies in the 1st round (16th) of the 2013 MLB June Amateur Draft from Lakewood HS (Lakewood, CA) . | High School: Lakewood HS (Lakewood, CA)",crawfo000jp-,https://www.baseball-reference.com/register/player.fcgi?id=crawfo000jp-,1995.0,,,2013,18,Pro,53,2 Teams,2 Lgs,Rk-A,0
J.P. Crawford,7,2017,2018,SS,Seattle Mariners,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Philadelphia Phillies in the 1st round (16th) of the 2013 MLB June Amateur Draft from Lakewood HS (Lakewood, CA) . | High School: Lakewood HS (Lakewood, CA)",crawfo000jp-,https://www.baseball-reference.com/register/player.fcgi?id=crawfo000jp-,1995.0,,,2014,19,Pro,123,2 Teams,2 Lgs,A+-A,0
J.P. Crawford,7,2017,2018,SS,Seattle Mariners,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Philadelphia Phillies in the 1st round (16th) of the 2013 MLB June Amateur Draft from Lakewood HS (Lakewood, CA) . | High School: Lakewood HS (Lakewood, CA)",crawfo000jp-,https://www.baseball-reference.com/register/player.fcgi?id=crawfo000jp-,1995.0,,,2015,20,Pro,107,2 Teams,2 Lgs,AA-A+,0
J.P. Crawford,7,2017,2018,SS,Seattle Mariners,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Philadelphia Phillies in the 1st round (16th) of the 2013 MLB June Amateur Draft from Lakewood HS (Lakewood, CA) . | High School: Lakewood HS (Lakewood, CA)",crawfo000jp-,https://www.baseball-reference.com/register/player.fcgi?id=crawfo000jp-,1995.0,,,2016,21,Pro,123,2 Teams,2 Lgs,AAA-AA,0
Jackson Holliday,1,2024,2024,2B/SS,Baltimore Orioles,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Baltimore Orioles in the 1st round (1st) of the 2022 MLB June Amateur Draft from Stillwater HS (Stillwater, OK) . | High School: Stillwater HS (Stillwater, OK)",hollid000jac,https://www.baseball-reference.com/register/player.fcgi?id=hollid000jac,2003.0,,,2022,18,Pro,20,2 Teams,2 Lgs,A-Rk,0
Jackson Holliday,1,2024,2024,2B/SS,Baltimore Orioles,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Baltimore Orioles in the 1st round (1st) of the 2022 MLB June Amateur Draft from Stillwater HS (Stillwater, OK) . | High School: Stillwater HS (Stillwater, OK)",hollid000jac,https://www.baseball-reference.com/register/player.fcgi?id=hollid000jac,2003.0,,,2023,19,Pro,125,4 Teams,4 Lgs,A+-AA-AAA-A,0
Jackson Holliday,1,2024,2024,2B/SS,Baltimore Orioles,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Baltimore Orioles in the 1st round (1st) of the 2022 MLB June Amateur Draft from Stillwater HS (Stillwater, OK) . | High School: Stillwater HS (Stillwater, OK)",hollid000jac,https://www.baseball-reference.com/register/player.fcgi?id=hollid000jac,2003.0,,,2024,20,Pro,133,Norfolk | BAL,IL | AL,AAA | Maj,0
Jackson Holliday,1,2024,2024,2B/SS,Baltimore Orioles,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Baltimore Orioles in the 1st round (1st) of the 2022 MLB June Amateur Draft from Stillwater HS (Stillwater, OK) . | High School: Stillwater HS (Stillwater, OK)",hollid000jac,https://www.baseball-reference.com/register/player.fcgi?id=hollid000jac,2003.0,,,2025,21,Pro,149,BAL,AL,Maj,0
Jackson Merrill,12,2024,2024,SS/OF,San Diego Padres,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the San Diego Padres in the 1st round (27th) of the 2021 MLB June Amateur Draft from Severna Park HS (Severna Park, MD) . | High School: Severna Park HS (Severna Park, MD)",merril000jac,https://www.baseball-reference.com/register/player.fcgi?id=merril000jac,2003.0,,,2021,18,Pro,31,Padres,ACL,Rk,0
Jackson Merrill,12,2024,2024,SS/OF,San Diego Padres,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the San Diego Padres in the 1st round (27th) of the 2021 MLB June Amateur Draft from Severna Park HS (Severna Park, MD) . | High School: Severna Park HS (Severna Park, MD)",merril000jac,https://www.baseball-reference.com/register/player.fcgi?id=merril000jac,2003.0,,,2022,19,Pro,55,2 Teams,2 Lgs,A-Rk,0
Jackson Merrill,12,2024,2024,SS/OF,San Diego Padres,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the San Diego Padres in the 1st round (27th) of the 2021 MLB June Amateur Draft from Severna Park HS (Severna Park, MD) . | High School: Severna Park HS (Severna Park, MD)",merril000jac,https://www.baseball-reference.com/register/player.fcgi?id=merril000jac,2003.0,,,2023,20,Pro,114,2 Teams,2 Lgs,A+-AA,0
Jackson Merrill,12,2024,2024,SS/OF,San Diego Padres,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the San Diego Padres in the 1st round (27th) of the 2021 MLB June Amateur Draft from Severna Park HS (Severna Park, MD) . | High School: Severna Park HS (Severna Park, MD)",merril000jac,https://www.baseball-reference.com/register/player.fcgi?id=merril000jac,2003.0,,,2024,21,Pro,156,SDP,NL,Maj,0
Jahmai Jones,93,2018,2018,2B/OF,Detroit Tigers,High School,high,"BRef draft/bio text indicates high school path: High School: Wesleyan School (Peachtree Corners, GA)",jones-000jah,https://www.baseball-reference.com/register/player.fcgi?id=jones-000jah,1997.0,,,2015,17,Pro,40,Angels,ARIZ,Rk,0
Jahmai Jones,93,2018,2018,2B/OF,Detroit Tigers,High School,high,"BRef draft/bio text indicates high school path: High School: Wesleyan School (Peachtree Corners, GA)",jones-000jah,https://www.baseball-reference.com/register/player.fcgi?id=jones-000jah,1997.0,,,2016,18,Pro,64,2 Teams,2 Lgs,Rk-A,0
Jahmai Jones,93,2018,2018,2B/OF,Detroit Tigers,High School,high,"BRef draft/bio text indicates high school path: High School: Wesleyan School (Peachtree Corners, GA)",jones-000jah,https://www.baseball-reference.com/register/player.fcgi?id=jones-000jah,1997.0,,,2017,19,Pro,127,2 Teams,2 Lgs,A-A+,0
Jahmai Jones,93,2018,2018,2B/OF,Detroit Tigers,High School,high,"BRef draft/bio text indicates high school path: High School: Wesleyan School (Peachtree Corners, GA)",jones-000jah,https://www.baseball-reference.com/register/player.fcgi?id=jones-000jah,1997.0,,,2018,20,Pro,123,2 Teams,2 Lgs,A+-AA,0
Jahmai Jones,93,2018,2018,2B/OF,Detroit Tigers,High School,high,"BRef draft/bio text indicates high school path: High School: Wesleyan School (Peachtree Corners, GA)",jones-000jah,https://www.baseball-reference.com/register/player.fcgi?id=jones-000jah,1997.0,,,2019,21,Pro,130,Mobile,SOUL,AA,0
Jake Bauers,64,2018,2018,1B/OF,Milwaukee Brewers,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the San Diego Padres in the 7th round of the 2013 MLB June Amateur Draft from Marina HS (Huntington Beach, CA) . | High School: Marina HS (Huntington Beach, CA)",bauers000jak,https://www.baseball-reference.com/register/player.fcgi?id=bauers000jak,1995.0,,,2013,17,Pro,47,Padres,ARIZ,Rk,0
Jake Bauers,64,2018,2018,1B/OF,Milwaukee Brewers,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the San Diego Padres in the 7th round of the 2013 MLB June Amateur Draft from Marina HS (Huntington Beach, CA) . | High School: Marina HS (Huntington Beach, CA)",bauers000jak,https://www.baseball-reference.com/register/player.fcgi?id=bauers000jak,1995.0,,,2014,18,Pro,112,Fort Wayne,MIDW,A,0
Jake Bauers,64,2018,2018,1B/OF,Milwaukee Brewers,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the San Diego Padres in the 7th round of the 2013 MLB June Amateur Draft from Marina HS (Huntington Beach, CA) . | High School: Marina HS (Huntington Beach, CA)",bauers000jak,https://www.baseball-reference.com/register/player.fcgi?id=bauers000jak,1995.0,,,2015,19,Pro,128,2 Teams,2 Lgs,AA-A+,0
Jake Bauers,64,2018,2018,1B/OF,Milwaukee Brewers,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the San Diego Padres in the 7th round of the 2013 MLB June Amateur Draft from Marina HS (Huntington Beach, CA) . | High School: Marina HS (Huntington Beach, CA)",bauers000jak,https://www.baseball-reference.com/register/player.fcgi?id=bauers000jak,1995.0,,,2016,20,Pro,135,Montgomery,SOUL,AA,0
Jake Bauers,64,2018,2018,1B/OF,Milwaukee Brewers,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the San Diego Padres in the 7th round of the 2013 MLB June Amateur Draft from Marina HS (Huntington Beach, CA) . | High School: Marina HS (Huntington Beach, CA)",bauers000jak,https://www.baseball-reference.com/register/player.fcgi?id=bauers000jak,1995.0,,,2017,21,Pro,132,Durham,IL,AAA,0
James Triantos,73,2025,2025,2B/OF,Chicago Cubs,High School,high,"BRef draft/bio text indicates high school path: James Triantos Positions: Second Baseman, Third Baseman and Centerfielder Bats: Right • Throws: Right 5-11 , 195lb (180cm, 88kg) Team: Chicago Cubs (minors, 40-man) Born: January 29, 2003 in Fairfax, VA us Draft : Drafted by the Chicago Cubs in the 2nd round of the 2021 MLB June Amateur Draft from James Madison HS (Vienna, VA) . High School: James Madison HS (Vienna, VA) Full Name: James Douglas Triantos View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Chicago Cubs in the 2nd round of the 2021 MLB June Amateur Draft from James Madison HS (Vienna, VA) . | High School: James Madison HS (Vienna, VA)",triant000jam,https://www.baseball-reference.com/register/player.fcgi?id=triant000jam,2003.0,,,2021,18,Pro,25,Cubs,ACL,Rk,0
James Triantos,73,2025,2025,2B/OF,Chicago Cubs,High School,high,"BRef draft/bio text indicates high school path: James Triantos Positions: Second Baseman, Third Baseman and Centerfielder Bats: Right • Throws: Right 5-11 , 195lb (180cm, 88kg) Team: Chicago Cubs (minors, 40-man) Born: January 29, 2003 in Fairfax, VA us Draft : Drafted by the Chicago Cubs in the 2nd round of the 2021 MLB June Amateur Draft from James Madison HS (Vienna, VA) . High School: James Madison HS (Vienna, VA) Full Name: James Douglas Triantos View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Chicago Cubs in the 2nd round of the 2021 MLB June Amateur Draft from James Madison HS (Vienna, VA) . | High School: James Madison HS (Vienna, VA)",triant000jam,https://www.baseball-reference.com/register/player.fcgi?id=triant000jam,2003.0,,,2021,18,Summer,1,South County,CRCL,Smr,0
James Triantos,73,2025,2025,2B/OF,Chicago Cubs,High School,high,"BRef draft/bio text indicates high school path: James Triantos Positions: Second Baseman, Third Baseman and Centerfielder Bats: Right • Throws: Right 5-11 , 195lb (180cm, 88kg) Team: Chicago Cubs (minors, 40-man) Born: January 29, 2003 in Fairfax, VA us Draft : Drafted by the Chicago Cubs in the 2nd round of the 2021 MLB June Amateur Draft from James Madison HS (Vienna, VA) . High School: James Madison HS (Vienna, VA) Full Name: James Douglas Triantos View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Chicago Cubs in the 2nd round of the 2021 MLB June Amateur Draft from James Madison HS (Vienna, VA) . | High School: James Madison HS (Vienna, VA)",triant000jam,https://www.baseball-reference.com/register/player.fcgi?id=triant000jam,2003.0,,,2022,19,Pro,113,Myrtle Beach,CARL,A,0
