Player,URL,Status,Rows,Tables_Found,Tables_Accepted,Acquisition_Type,Confidence,Reason,Draft_Text,Signing_Text,High_School_Text,School_Text,Cached,Final_URL
Joe Mack,https://www.baseball-reference.com/register/player.fcgi?id=mack--004jos,200,4,1,1,High School,high,"BRef draft/bio text indicates high school path: Joe Mack Positions: Catcher and Designated Hitter Bats: Left • Throws: Right 6-0 , 210lb (183cm, 95kg) Team: Miami Marlins (majors) Born: December 27 , 2002 in Williamsville, NY us Draft : Drafted by the Miami Marlins in the 1st round (31st) of the 2021 MLB June Amateur Draft from Williamsville East HS (East Amherst, NY) . High School: Williamsville East HS (East Amherst, NY) Rookie Status: Still Intact through 2026 2026 Contract Status : Not Updated Full Name: Joseph Allan Mack Instagram: @joe_mack34 View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Miami Marlins in the 1st round (31st) of the 2021 MLB June Amateur Draft from Williamsville East HS (East Amherst, NY) . | High School: Williamsville East HS (East Amherst, NY)","Joe Mack Positions: Catcher and Designated Hitter Bats: Left • Throws: Right 6-0 , 210lb (183cm, 95kg) Team: Miami Marlins (majors) Born: December 27 , 2002 in Williamsville, NY us Draft : Drafted by the Miami Marlins in the 1st round (31st) of the 2021 MLB June Amateur Draft from Williamsville East HS (East Amherst, NY) . High School: Williamsville East HS (East Amherst, NY) Rookie Status: Still Intact through 2026 2026 Contract Status : Not Updated Full Name: Joseph Allan Mack Instagram: @joe_mack34 View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Miami Marlins in the 1st round (31st) of the 2021 MLB June Amateur Draft from Williamsville East HS (East Amherst, NY) .",,"Joe Mack Positions: Catcher and Designated Hitter Bats: Left • Throws: Right 6-0 , 210lb (183cm, 95kg) Team: Miami Marlins (majors) Born: December 27 , 2002 in Williamsville, NY us Draft : Drafted by the Miami Marlins in the 1st round (31st) of the 2021 MLB June Amateur Draft from Williamsville East HS (East Amherst, NY) . High School: Williamsville East HS (East Amherst, NY) Rookie Status: Still Intact through 2026 2026 Contract Status : Not Updated Full Name: Joseph Allan Mack Instagram: @joe_mack34 View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Miami Marlins in the 1st round (31st) of the 2021 MLB June Amateur Draft from Williamsville East HS (East Amherst, NY) . | High School: Williamsville East HS (East Amherst, NY)","Joe Mack Positions: Catcher and Designated Hitter Bats: Left • Throws: Right 6-0 , 210lb (183cm, 95kg) Team: Miami Marlins (majors) Born: December 27 , 2002 in Williamsville, NY us Draft : Drafted by the Miami Marlins in the 1st round (31st) of the 2021 MLB June Amateur Draft from Williamsville East HS (East Amherst, NY) . High School: Williamsville East HS (East Amherst, NY) Rookie Status: Still Intact through 2026 2026 Contract Status : Not Updated Full Name: Joseph Allan Mack Instagram: @joe_mack34 View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: Williamsville East HS (East Amherst, NY)",False,https://www.baseball-reference.com/register/player.fcgi?id=mack--004jos
Luis Campusano,https://www.baseball-reference.com/register/player.fcgi?id=campus002lui,200,5,1,1,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the San Diego Padres in the 2nd round of the 2017 MLB June Amateur Draft from Cross Creek HS (Cross Creek, GA) . | High School: Cross Creek HS (Cross Creek, GA)","Draft : Drafted by the San Diego Padres in the 2nd round of the 2017 MLB June Amateur Draft from Cross Creek HS (Cross Creek, GA) .","2026 Contract Status : Signed thru 2026, 1 yr/$900k (26)","Draft : Drafted by the San Diego Padres in the 2nd round of the 2017 MLB June Amateur Draft from Cross Creek HS (Cross Creek, GA) . | High School: Cross Creek HS (Cross Creek, GA)","High School: Cross Creek HS (Cross Creek, GA)",False,https://www.baseball-reference.com/register/player.fcgi?id=campus002lui
Yordan Alvarez,https://www.baseball-reference.com/register/player.fcgi?id=alvare000yor,200,5,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 16,,"Yordan Alvarez Positions: Designated Hitter, Leftfielder and First Baseman Bats: Left • Throws: Right 6-4 , 237lb (193cm, 107kg) Team: Houston Astros (majors) Born: June 27 , 1997 in Las Tunas, Cuba cu Rookie Status: Exceeded rookie limits during 2019 season 2026 Contract Status : Signed thru 2028, 6 yrs/$115M (23-28) Service Time (01/2026) : 6.113 • Free Agent : 2029 Agents : MVP Sports Group Full Name: Yordan Ruben Alvarez Nicknames: Air Yordan Pronunciation : \ YOR-dahn \ Instagram: @yordan4342 View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | 2026 Contract Status : Signed thru 2028, 6 yrs/$115M (23-28)",,,False,https://www.baseball-reference.com/register/player.fcgi?id=alvare000yor
Bryson Stott,https://www.baseball-reference.com/register/player.fcgi?id=stott-000bry,200,6,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the Philadelphia Phillies in the 1st round (14th) of the 2019 MLB June Amateur Draft from University of Nevada, Las Vegas (Paradise, NV) .","2026 Contract Status : Signed thru 2026, 1 yr/$5.9M (26)",,"School: University of Nevada, Las Vegas (Paradise, NV)",False,https://www.baseball-reference.com/register/player.fcgi?id=stott-000bry
Eduardo Tait,https://www.baseball-reference.com/register/player.fcgi?id=tait--000edu,200,4,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 16,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=tait--000edu
Jett Williams,https://www.baseball-reference.com/register/player.fcgi?id=willia000jet,200,4,1,1,High School,high,"BRef draft/bio text indicates high school path: Jett Williams Positions: Shortstop, Centerfielder and Second Baseman Bats: Right • Throws: Right 5-7 , 179lb (170cm, 81kg) Team: Milwaukee Brewers (minors) Born: November 3, 2003 in Dallas, TX us Draft : Drafted by the New York Mets in the 1st round (14th) of the 2022 MLB June Amateur Draft from Rockwall-Heath HS (Heath, TX) . High School: Rockwall-Heath HS (Heath, TX) Full Name: Jett Michael Williams View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the New York Mets in the 1st round (14th) of the 2022 MLB June Amateur Draft from Rockwall-Heath HS (Heath, TX) . | High School: Rockwall-Heath HS (Heath, TX)","Jett Williams Positions: Shortstop, Centerfielder and Second Baseman Bats: Right • Throws: Right 5-7 , 179lb (170cm, 81kg) Team: Milwaukee Brewers (minors) Born: November 3, 2003 in Dallas, TX us Draft : Drafted by the New York Mets in the 1st round (14th) of the 2022 MLB June Amateur Draft from Rockwall-Heath HS (Heath, TX) . High School: Rockwall-Heath HS (Heath, TX) Full Name: Jett Michael Williams View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the New York Mets in the 1st round (14th) of the 2022 MLB June Amateur Draft from Rockwall-Heath HS (Heath, TX) .",,"Jett Williams Positions: Shortstop, Centerfielder and Second Baseman Bats: Right • Throws: Right 5-7 , 179lb (170cm, 81kg) Team: Milwaukee Brewers (minors) Born: November 3, 2003 in Dallas, TX us Draft : Drafted by the New York Mets in the 1st round (14th) of the 2022 MLB June Amateur Draft from Rockwall-Heath HS (Heath, TX) . High School: Rockwall-Heath HS (Heath, TX) Full Name: Jett Michael Williams View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the New York Mets in the 1st round (14th) of the 2022 MLB June Amateur Draft from Rockwall-Heath HS (Heath, TX) . | High School: Rockwall-Heath HS (Heath, TX)","Jett Williams Positions: Shortstop, Centerfielder and Second Baseman Bats: Right • Throws: Right 5-7 , 179lb (170cm, 81kg) Team: Milwaukee Brewers (minors) Born: November 3, 2003 in Dallas, TX us Draft : Drafted by the New York Mets in the 1st round (14th) of the 2022 MLB June Amateur Draft from Rockwall-Heath HS (Heath, TX) . High School: Rockwall-Heath HS (Heath, TX) Full Name: Jett Michael Williams View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: Rockwall-Heath HS (Heath, TX)",False,https://www.baseball-reference.com/register/player.fcgi?id=willia000jet
Vidal Bruján,https://www.baseball-reference.com/register/player.fcgi?id=brujan000vid,200,5,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 17,,"Vidal Bruján Positions: Second Baseman, Shortstop and Rightfielder Bats: Both • Throws: Right 5-9 , 180lb (175cm, 81kg) Team: New York Mets (majors) Born: February 9 , 1998 in San Pedro de Macoris, Dominican Republic do Rookie Status: Exceeded rookie limits during 2022 season 2026 Contract Status : Signed thru 2026, 1 yr/$850k (26) Service Time (01/2026) : 3.014 • Arb Eligible : 2027 • Free Agent : 2029 Full Name: Vidal Bruján Pronunciation : \ vee-DAHL brew-HAHN \ Instagram: @brujan_02 View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | 2026 Contract Status : Signed thru 2026, 1 yr/$850k (26)",,,False,https://www.baseball-reference.com/register/player.fcgi?id=brujan000vid
Aaron Judge,https://www.baseball-reference.com/register/player.fcgi?id=judge-001aar,200,5,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the Oakland Athletics in the 31st round of the 2010 MLB June Amateur Draft from Linden HS (Linden, CA) and the New York Yankees in the 1st round (32nd) of the 2013 MLB June Amateur Draft from California State University, Fresno (Fresno, CA) .","2026 Contract Status : Signed thru 2031, 9 yrs/$360M (23-31)","Draft : Drafted by the Oakland Athletics in the 31st round of the 2010 MLB June Amateur Draft from Linden HS (Linden, CA) and the New York Yankees in the 1st round (32nd) of the 2013 MLB June Amateur Draft from California State University, Fresno (Fresno, CA) . | High School: Linden HS (Linden, CA)","High School: Linden HS (Linden, CA) | School: California State University, Fresno (Fresno, CA)",False,https://www.baseball-reference.com/register/player.fcgi?id=judge-001aar
Bryce Rainer,https://www.baseball-reference.com/register/player.fcgi?id=rainer000bry,200,2,1,1,High School,high,"BRef draft/bio text indicates high school path: Bryce Rainer Position: Shortstop Bats: Left • Throws: Right 6-3 , 195lb (190cm, 88kg) Team: Detroit Tigers (minors) Born: July 3, 2005 in Simi Valley, CA us Draft : Drafted by the Detroit Tigers in the 1st round (11th) of the 2024 MLB June Amateur Draft from Harvard-Westlake HS (Los Angeles, CA) . High School: Harvard-Westlake HS (Los Angeles, CA) National Team: us USA (18U,12U) Full Name: Bryce Michael Rainer View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Detroit Tigers in the 1st round (11th) of the 2024 MLB June Amateur Draft from Harvard-Westlake HS (Los Angeles, CA) . | High School: Harvard-Westlake HS (Los Angeles, CA)","Bryce Rainer Position: Shortstop Bats: Left • Throws: Right 6-3 , 195lb (190cm, 88kg) Team: Detroit Tigers (minors) Born: July 3, 2005 in Simi Valley, CA us Draft : Drafted by the Detroit Tigers in the 1st round (11th) of the 2024 MLB June Amateur Draft from Harvard-Westlake HS (Los Angeles, CA) . High School: Harvard-Westlake HS (Los Angeles, CA) National Team: us USA (18U,12U) Full Name: Bryce Michael Rainer View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Detroit Tigers in the 1st round (11th) of the 2024 MLB June Amateur Draft from Harvard-Westlake HS (Los Angeles, CA) .",,"Bryce Rainer Position: Shortstop Bats: Left • Throws: Right 6-3 , 195lb (190cm, 88kg) Team: Detroit Tigers (minors) Born: July 3, 2005 in Simi Valley, CA us Draft : Drafted by the Detroit Tigers in the 1st round (11th) of the 2024 MLB June Amateur Draft from Harvard-Westlake HS (Los Angeles, CA) . High School: Harvard-Westlake HS (Los Angeles, CA) National Team: us USA (18U,12U) Full Name: Bryce Michael Rainer View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Detroit Tigers in the 1st round (11th) of the 2024 MLB June Amateur Draft from Harvard-Westlake HS (Los Angeles, CA) . | High School: Harvard-Westlake HS (Los Angeles, CA)","Bryce Rainer Position: Shortstop Bats: Left • Throws: Right 6-3 , 195lb (190cm, 88kg) Team: Detroit Tigers (minors) Born: July 3, 2005 in Simi Valley, CA us Draft : Drafted by the Detroit Tigers in the 1st round (11th) of the 2024 MLB June Amateur Draft from Harvard-Westlake HS (Los Angeles, CA) . High School: Harvard-Westlake HS (Los Angeles, CA) National Team: us USA (18U,12U) Full Name: Bryce Michael Rainer View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: Harvard-Westlake HS (Los Angeles, CA)",False,https://www.baseball-reference.com/register/player.fcgi?id=rainer000bry
Elijah Green,https://www.baseball-reference.com/register/player.fcgi?id=green-002eli,200,4,1,1,High School,high,"BRef draft/bio text indicates high school path: Elijah Green Position: Centerfielder Bats: Right • Throws: Right 6-3 , 225lb (190cm, 102kg) Team: Washington Nationals (minors) Born: December 4, 2003 in Windermere, FL us Draft : Drafted by the Washington Nationals in the 1st round (5th) of the 2022 MLB June Amateur Draft from IMG Academy (Bradenton, FL) . High School: IMG Academy (Bradenton, FL) National Team: us USA (18U) Full Name: Elijah Joseph Green View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: IMG Academy (Bradenton, FL)","Elijah Green Position: Centerfielder Bats: Right • Throws: Right 6-3 , 225lb (190cm, 102kg) Team: Washington Nationals (minors) Born: December 4, 2003 in Windermere, FL us Draft : Drafted by the Washington Nationals in the 1st round (5th) of the 2022 MLB June Amateur Draft from IMG Academy (Bradenton, FL) . High School: IMG Academy (Bradenton, FL) National Team: us USA (18U) Full Name: Elijah Joseph Green View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Washington Nationals in the 1st round (5th) of the 2022 MLB June Amateur Draft from IMG Academy (Bradenton, FL) .",,"Elijah Green Position: Centerfielder Bats: Right • Throws: Right 6-3 , 225lb (190cm, 102kg) Team: Washington Nationals (minors) Born: December 4, 2003 in Windermere, FL us Draft : Drafted by the Washington Nationals in the 1st round (5th) of the 2022 MLB June Amateur Draft from IMG Academy (Bradenton, FL) . High School: IMG Academy (Bradenton, FL) National Team: us USA (18U) Full Name: Elijah Joseph Green View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: IMG Academy (Bradenton, FL)","Elijah Green Position: Centerfielder Bats: Right • Throws: Right 6-3 , 225lb (190cm, 102kg) Team: Washington Nationals (minors) Born: December 4, 2003 in Windermere, FL us Draft : Drafted by the Washington Nationals in the 1st round (5th) of the 2022 MLB June Amateur Draft from IMG Academy (Bradenton, FL) . High School: IMG Academy (Bradenton, FL) National Team: us USA (18U) Full Name: Elijah Joseph Green View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: IMG Academy (Bradenton, FL)",False,https://www.baseball-reference.com/register/player.fcgi?id=green-002eli
Jordan Groshans,https://www.baseball-reference.com/register/player.fcgi?id=grosha000jor,200,3,1,1,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Toronto Blue Jays in the 1st round (12th) of the 2018 MLB June Amateur Draft from Magnolia HS (Magnolia, TX) . | High School: Magnolia HS (Magnolia, TX)","Draft : Drafted by the Toronto Blue Jays in the 1st round (12th) of the 2018 MLB June Amateur Draft from Magnolia HS (Magnolia, TX) .",,"Draft : Drafted by the Toronto Blue Jays in the 1st round (12th) of the 2018 MLB June Amateur Draft from Magnolia HS (Magnolia, TX) . | High School: Magnolia HS (Magnolia, TX)","High School: Magnolia HS (Magnolia, TX)",False,https://www.baseball-reference.com/register/player.fcgi?id=grosha000jor
Tyler Black,https://www.baseball-reference.com/register/player.fcgi?id=black-001tyl,200,6,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the Milwaukee Brewers in the 1st round (33rd) of the 2021 MLB June Amateur Draft from Wright State University (Dayton, OH) .",,"High School: St. Andrew's College (Aurora, ON)","High School: St. Andrew's College (Aurora, ON) | School: Wright State University (Dayton, OH)",False,https://www.baseball-reference.com/register/player.fcgi?id=black-001tyl
Angel Genao,https://www.baseball-reference.com/register/player.fcgi?id=genao-001ang,200,5,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 17,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=genao-001ang
Anthony Alford,https://www.baseball-reference.com/register/player.fcgi?id=alford000ant,200,6,1,1,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Toronto Blue Jays in the 3rd round of the 2012 MLB June Amateur Draft from Petal HS (Petal, MS) . | High School: Petal HS (Petal, MS)","Draft : Drafted by the Toronto Blue Jays in the 3rd round of the 2012 MLB June Amateur Draft from Petal HS (Petal, MS) .",,"Draft : Drafted by the Toronto Blue Jays in the 3rd round of the 2012 MLB June Amateur Draft from Petal HS (Petal, MS) . | High School: Petal HS (Petal, MS)","High School: Petal HS (Petal, MS) | School: University of Mississippi (Oxford, MS)",False,https://www.baseball-reference.com/register/player.fcgi?id=alford000ant
George Valera,https://www.baseball-reference.com/register/player.fcgi?id=valera000geo,200,4,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 17,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=valera000geo
Jorge Mateo,https://www.baseball-reference.com/register/player.fcgi?id=mateo-000jor,200,7,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 15,,"Jorge Mateo Positions: Shortstop, Second Baseman and Centerfielder Bats: Right • Throws: Right 6-0 , 200lb (183cm, 90kg) Team: Atlanta Braves (majors) Born: June 23 , 1995 in Santo Domingo, Dominican Republic do Rookie Status: Exceeded rookie limits during 2020 season 2026 Contract Status : Signed thru 2026, 1 yr/$1M (26) Service Time (01/2026) : 6.000 • Free Agent : 2027 Agents : Movement Management Group Full Name: Jorge Luis Mateo Pronunciation : \ ma-TAY-oh \ View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | 2026 Contract Status : Signed thru 2026, 1 yr/$1M (26)",,,False,https://www.baseball-reference.com/register/player.fcgi?id=mateo-000jor
Owen Caissie,https://www.baseball-reference.com/register/player.fcgi?id=caissi000owe,200,6,1,1,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the San Diego Padres in the 2nd round of the 2020 MLB June Amateur Draft from Notre Dame HS (Burlington, ON) . | High School: Notre Dame HS (Burlington, ON)","Draft : Drafted by the San Diego Padres in the 2nd round of the 2020 MLB June Amateur Draft from Notre Dame HS (Burlington, ON) .",,"Draft : Drafted by the San Diego Padres in the 2nd round of the 2020 MLB June Amateur Draft from Notre Dame HS (Burlington, ON) . | High School: Notre Dame HS (Burlington, ON)","High School: Notre Dame HS (Burlington, ON)",False,https://www.baseball-reference.com/register/player.fcgi?id=caissi000owe
Blake Mitchell,https://www.baseball-reference.com/register/player.fcgi?id=mitche003bla,200,4,1,1,High School,high,"BRef draft/bio text indicates high school path: Blake Mitchell Positions: Catcher and Designated Hitter Bats: Left • Throws: Right 6-0 , 202lb (183cm, 91kg) Team: Kansas City Royals (minors) Born: August 3, 2004 in Clear Lake, TX us Draft : Drafted by the Kansas City Royals in the 1st round (8th) of the 2023 MLB June Amateur Draft from Sinton HS (Sinton, TX) . High School: Sinton HS (Sinton, TX) National Team: us USA (18U) Full Name: Blake Austin Mitchell View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Kansas City Royals in the 1st round (8th) of the 2023 MLB June Amateur Draft from Sinton HS (Sinton, TX) . | High School: Sinton HS (Sinton, TX)","Blake Mitchell Positions: Catcher and Designated Hitter Bats: Left • Throws: Right 6-0 , 202lb (183cm, 91kg) Team: Kansas City Royals (minors) Born: August 3, 2004 in Clear Lake, TX us Draft : Drafted by the Kansas City Royals in the 1st round (8th) of the 2023 MLB June Amateur Draft from Sinton HS (Sinton, TX) . High School: Sinton HS (Sinton, TX) National Team: us USA (18U) Full Name: Blake Austin Mitchell View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Kansas City Royals in the 1st round (8th) of the 2023 MLB June Amateur Draft from Sinton HS (Sinton, TX) .",,"Blake Mitchell Positions: Catcher and Designated Hitter Bats: Left • Throws: Right 6-0 , 202lb (183cm, 91kg) Team: Kansas City Royals (minors) Born: August 3, 2004 in Clear Lake, TX us Draft : Drafted by the Kansas City Royals in the 1st round (8th) of the 2023 MLB June Amateur Draft from Sinton HS (Sinton, TX) . High School: Sinton HS (Sinton, TX) National Team: us USA (18U) Full Name: Blake Austin Mitchell View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Kansas City Royals in the 1st round (8th) of the 2023 MLB June Amateur Draft from Sinton HS (Sinton, TX) . | High School: Sinton HS (Sinton, TX)","Blake Mitchell Positions: Catcher and Designated Hitter Bats: Left • Throws: Right 6-0 , 202lb (183cm, 91kg) Team: Kansas City Royals (minors) Born: August 3, 2004 in Clear Lake, TX us Draft : Drafted by the Kansas City Royals in the 1st round (8th) of the 2023 MLB June Amateur Draft from Sinton HS (Sinton, TX) . High School: Sinton HS (Sinton, TX) National Team: us USA (18U) Full Name: Blake Austin Mitchell View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: Sinton HS (Sinton, TX)",False,https://www.baseball-reference.com/register/player.fcgi?id=mitche003bla
Brady House,https://www.baseball-reference.com/register/player.fcgi?id=house-000bra,200,4,1,1,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Washington Nationals in the 1st round (11th) of the 2021 MLB June Amateur Draft from Winder-Barrow HS (Winder, GA) . | High School: Winder-Barrow HS (Winder, GA)","Draft : Drafted by the Washington Nationals in the 1st round (11th) of the 2021 MLB June Amateur Draft from Winder-Barrow HS (Winder, GA) .",,"Draft : Drafted by the Washington Nationals in the 1st round (11th) of the 2021 MLB June Amateur Draft from Winder-Barrow HS (Winder, GA) . | High School: Winder-Barrow HS (Winder, GA)","High School: Winder-Barrow HS (Winder, GA)",False,https://www.baseball-reference.com/register/player.fcgi?id=house-000bra
Michael Arroyo,https://www.baseball-reference.com/register/player.fcgi?id=arroyo001mic,200,6,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 17,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=arroyo001mic
Josh Lowe,https://www.baseball-reference.com/register/player.fcgi?id=lowe--000jos,200,5,1,1,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Tampa Bay Rays in the 1st round (13th) of the 2016 MLB June Amateur Draft from Pope HS (Marietta, GA) . | High School: Pope HS (Marietta, GA)","Draft : Drafted by the Tampa Bay Rays in the 1st round (13th) of the 2016 MLB June Amateur Draft from Pope HS (Marietta, GA) .","2026 Contract Status : Signed thru 2026, 1 yr/$2.6M (26)","Draft : Drafted by the Tampa Bay Rays in the 1st round (13th) of the 2016 MLB June Amateur Draft from Pope HS (Marietta, GA) . | High School: Pope HS (Marietta, GA)","High School: Pope HS (Marietta, GA)",False,https://www.baseball-reference.com/register/player.fcgi?id=lowe--000jos
Nick Gordon,https://www.baseball-reference.com/register/player.fcgi?id=gordon000nic,200,5,1,1,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Minnesota Twins in the 1st round (5th) of the 2014 MLB June Amateur Draft from Olympia HS (Orlando, FL) . | High School: Olympia HS (Orlando, FL)","Draft : Drafted by the Minnesota Twins in the 1st round (5th) of the 2014 MLB June Amateur Draft from Olympia HS (Orlando, FL) .",,"Draft : Drafted by the Minnesota Twins in the 1st round (5th) of the 2014 MLB June Amateur Draft from Olympia HS (Orlando, FL) . | High School: Olympia HS (Orlando, FL)","High School: Olympia HS (Orlando, FL)",False,https://www.baseball-reference.com/register/player.fcgi?id=gordon000nic
MJ Melendez,https://www.baseball-reference.com/register/player.fcgi?id=melend000mj-,200,3,1,1,High School,high,"BRef draft/bio text indicates high school path: High School: Westminster Christian School (Miami, FL)","Draft : Drafted by the Kansas City Royals in the 2nd round of the 2017 MLB June Amateur Draft from Westminster Christian School (Miami, FL) .","2026 Contract Status : Signed thru 2026, 1 yr/$1.5M (26)","High School: Westminster Christian School (Miami, FL)","High School: Westminster Christian School (Miami, FL)",False,https://www.baseball-reference.com/register/player.fcgi?id=melend000mj-
Michael Busch,https://www.baseball-reference.com/register/player.fcgi?id=busch-002mic,200,6,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the Los Angeles Dodgers in the 1st round (31st) of the 2019 MLB June Amateur Draft from University of North Carolina at Chapel Hill (Chapel Hill, NC) .",,,"School: University of North Carolina at Chapel Hill (Chapel Hill, NC)",False,https://www.baseball-reference.com/register/player.fcgi?id=busch-002mic
Nico Hoerner,https://www.baseball-reference.com/register/player.fcgi?id=hoerne000nic,200,6,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the Chicago Cubs in the 1st round (24th) of the 2018 MLB June Amateur Draft from Stanford University (Palo Alto, CA) .","2026 Contract Status : Signed thru 2032, 3 yrs/$35M (24-26), 6 yrs/$134.69M (27-32)","High School: Head-Royce School (Oakland, CA)","High School: Head-Royce School (Oakland, CA) | School: Stanford University (Palo Alto, CA)",False,https://www.baseball-reference.com/register/player.fcgi?id=hoerne000nic
Pete Alonso,https://www.baseball-reference.com/register/player.fcgi?id=alonso000pet,200,6,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the New York Mets in the 2nd round of the 2016 MLB June Amateur Draft from University of Florida (Gainesville, FL) .","2026 Contract Status : Signed thru 2030, 5 yrs/$155M (26-30)","High School: H. B. Plant HS (Tampa, FL)","High School: H. B. Plant HS (Tampa, FL) | School: University of Florida (Gainesville, FL)",False,https://www.baseball-reference.com/register/player.fcgi?id=alonso000pet
